"wyears" "q_depth_in" "q_maf" "avg_p_in" "re" "basin_tmean_C" "basin_tmean_anom" "basin_tmax_C" "basin_tmax_anom" "basin_tmin_C" "basin_tmin_anom"
1938 3.00510727862254 17.918453 17.1284941674386 0.175444919398418 7.42053935416174 0.624909289011509 15.0230756032267 0.473248348526572 -0.177395811859546 0.692975811897399
1939 1.96216033094812 11.699708 13.1550599026243 0.149156320493584 6.63700083071392 -0.415981596349704 14.5679737658655 -0.0946508859577255 -1.32371362460064 -0.720019564915264
1940 1.58031943202147 9.42291800000002 14.109274730996 0.112005716959337 8.13289413732565 1.57123621327812 16.2513886019918 2.00599982180251 0.0251969400637825 0.942699421407489
1941 3.06400139758497 18.269619 19.7574319115209 0.15508095441282 6.63389566521894 -0.420106650019109 13.9453154491283 -0.871635622979895 -0.699313017681282 0.0496406122622708
1942 3.24236588774597 19.333147 15.2506891440195 0.212604549022459 6.41430211859798 -0.711825454291942 14.3740757974683 -0.336606639112559 -1.53309191459464 -0.978107289347483
1943 2.28313249105546 13.613558 15.0819439073436 0.151381844746403 7.77932375064449 1.10153602392353 15.8578540456623 1.51492737397731 -0.266072686171022 0.583669289709897
1944 2.58653516323792 15.422647 14.3813518814682 0.179853409092293 6.39588287993891 -0.736294471528204 14.3236930281996 -0.399476822772576 -1.56453219626637 -1.01686178845241
1945 2.3546877236136 14.040218 15.6431082931029 0.150525565603339 6.84688280078421 -0.137164125210569 14.6015610725783 -0.0527389352585823 -0.88910040577153 -0.184298613812933
1946 1.84485543381038 11.000258 12.8861860733119 0.143165357330296 7.074116836 0.164704677690375 15.2480890630137 0.754031595420695 -1.04137943533333 -0.372003596117823
1947 2.65841877236136 15.851265 17.4797143355685 0.152085939239401 6.98957844192727 0.0523997415320797 14.6667348556188 0.0285882281555875 -0.657523719240117 0.101151707040092
1948 2.64339193872987 15.761665 14.6169588185962 0.180844180484852 6.5339587359562 -0.552867753229237 14.3997934130028 -0.304514889583504 -1.25279999231104 -0.632608697296797
1949 2.80638142889088 16.733517 16.4674770892559 0.170419634633765 5.90381640271426 -1.38997963927356 13.8165536372898 -1.03231116495955 -1.79639199700599 -1.30266108675554
1950 2.1989324127907 13.111501 13.1838856298227 0.166789402952388 6.62268457522983 -0.435000010122542 14.7773240473471 0.166587049889372 -1.38933034561894 -0.800901256196633
1951 2.08727197003578 12.445707 12.6388127208552 0.16514778849374 7.43820972285933 0.64838347077524 15.5802989419256 1.16857998972314 -0.516138900588903 0.275428066427681
1952 3.49676649150268 20.850053 18.3442064832451 0.190619664835134 6.04513805501208 -1.2022410464936 13.8436281491279 -0.998526211165353 -1.45469869391786 -0.881476793721775
1953 1.87078292710197 11.154855 11.9622252515345 0.156390879436247 6.95426493457273 0.00548755172201412 15.1402043820893 0.619407599910596 -1.04730979330484 -0.379313583194226
1954 1.39266547406082 8.30399999999998 13.4513845431627 0.103533243703802 7.9977294428815 1.39167682435305 16.0252326306342 1.72379089082396 0.0661899893167613 0.993229028844545
1955 1.62833771243292 9.70923500000002 12.690777023789 0.128308748107432 6.31785355039859 -0.839952448103462 14.4271435522702 -0.270385993855364 -1.62688416259048 -1.09371921766785
1956 1.94918627012522 11.622348 11.4966447195371 0.169543925003861 7.49583909974647 0.724941152798208 15.6449192938152 1.24921655358112 -0.508384517058954 0.28498641748536
1957 3.38966088998211 20.211418 18.969193572567 0.178692935839096 6.51582867616473 -0.576952611118489 14.0780120655209 -0.706050031620973 -0.957632933342825 -0.268774440275028
1958 2.82940787119857 16.870816 14.952719273003 0.189223633476958 7.15446917928211 0.271448659303092 14.8074616549931 0.204194290524999 -0.486797799112209 0.311595035374995
1959 1.55049754025045 9.24510000000002 12.9494017884419 0.119735070822681 7.59098237904242 0.851334137008809 15.534424964421 1.1113361058956 -0.338208191636703 0.494752294270977
1960 2.00871148255814 11.977277 12.1715299983328 0.165033605703908 7.07598942280393 0.167192313560126 15.1522618847848 0.634453565425159 -0.880916175422239 -0.174210417051281
1961 1.54277633050089 9.19906099999997 15.7470587927195 0.0979723484117671 7.13758526654592 0.249019244091955 14.8628116597701 0.273262843453282 -0.571303273503434 0.207430340991823
1962 2.97866877236136 17.760809 13.7097275087328 0.217266810770967 6.22436502438918 -0.964147177139685 13.9909071475388 -0.814743981372248 -1.5019822229525 -0.939760288214086
1963 1.5287134950805 9.11520899999999 13.9441775324817 0.109630954677642 7.60333200822061 0.867739988239452 15.5571275160095 1.13966550518503 -0.214576293754685 0.647145721462117
1964 1.74105875447227 10.381353 13.0882363291357 0.13302470330525 6.46312187892338 -0.646970897652379 14.332097461584 -0.388989343062618 -1.30867120049706 -0.701477695044469
1965 3.07898630366726 18.358969 19.0166083370623 0.161910381130713 6.02611211188451 -1.22751603961039 13.444108189125 -1.49706755031361 -1.31400823065937 -0.708056323467969
1966 1.85499653398927 11.060726 12.385255652883 0.149774585683055 7.31055890444045 0.478805882150189 15.4151640791369 0.962516303608089 -0.661249872494807 0.0965587073818357
1967 1.96364221824687 11.708544 16.1048446441133 0.121928665667981 6.98910187162492 0.0517666422407124 14.7157890326479 0.0898005268019953 -0.704791099108219 0.0428881186308967
1968 2.23702342352415 13.338625 14.7117653684053 0.15205676324395 6.24359908632695 -0.938595708819537 14.0982221387487 -0.680830873681448 -1.46178759162416 -0.890214841385666
1969 2.42383212209302 14.452503 16.2610508734769 0.149057532686678 6.93226807460765 -0.0237341525835502 14.6751699142144 0.0391139235626245 -0.712936821894662 0.0328473877706481
1970 2.52501252236136 15.055808 15.9114494215851 0.158691546914386 6.6686620150191 -0.373921331057336 14.3210266408535 -0.402804076605335 -0.925432505267962 -0.229082955509236
1971 2.48963154069767 14.844843 13.8358131026113 0.179941108067424 6.65386455551992 -0.393578999772113 14.3377007161197 -0.381997316882476 -1.0430772204198 -0.374096351243259
1972 2.07946053220036 12.39913 13.335767603269 0.155931071541065 7.0665167467352 0.154608347507592 14.7833608212138 0.174120043554143 -0.671194358071913 0.0843007523984526
1973 3.23190462880143 19.27077 19.2135163604326 0.168209950129538 5.36303613984421 -2.10837858171199 12.7364019198731 -2.38017945089011 -1.94357400479064 -1.48408328419346
1974 2.17441469141324 12.96531 11.624309761155 0.187057531680676 6.83114057447292 -0.158076868352545 14.8934362731425 0.311477794619946 -1.18140330628129 -0.544602399079594
1975 2.77841944320215 16.566789 16.0146204258162 0.173492681645032 5.91075775841797 -1.38075840296185 13.5114069325365 -1.41308875320135 -1.6375915788989 -1.10691759038198
1976 1.87831898479428 11.19979 13.3774848546343 0.140408978608828 6.79999822657481 -0.199447885993452 14.8542316213366 0.262556234825958 -1.1409114522583 -0.494690584138642
1977 0.911677157871199 5.436027 9.91525766075221 0.0919468952864343 7.22424299923161 0.364139613287958 15.5020311050439 1.07091339952084 -1.02641757533256 -0.353561032655375
1978 2.49782334525939 14.893688 15.8018669845091 0.158071406860219 7.53121796965953 0.771940173426885 15.1846407582903 0.67485757166662 -0.121256462980329 0.762175330165308
1979 2.95346796735241 17.610545 16.4792032798181 0.179223953804216 6.00379980833805 -1.25715679459296 13.8107133772464 -1.03959893867419 -1.67349284210021 -1.15117086670844
1980 2.90322098613596 17.310939 17.4438797245354 0.16643206855253 6.80725067570491 -0.189813377963342 14.5582057897714 -0.106839863656675 -0.842852239673839 -0.127291347454714
1981 1.4491615049195 8.64086700000001 13.9658008801324 0.103765012644642 8.37381498459527 1.89128724652276 16.3043294374044 2.0720620905863 0.489228658724726 1.51468274564328
1982 2.80514456618962 16.726142 18.7867416469362 0.149315119082776 6.71817960620418 -0.308139741783608 14.0702901831047 -0.715685789495178 -0.655646090575839 0.103466144269024
1983 3.98012354651163 23.73215 18.6370104876008 0.213560192454664 6.42454076004694 -0.69822394237673 13.5955157296904 -1.30813351550323 -0.729611028772917 0.0122941197596991
1984 4.05476682692308 24.177223 19.0965174486542 0.212330171604605 6.24760907185709 -0.9332686479746 13.7173849191737 -1.15605893848971 -1.11881232334343 -0.467450348803182
1985 3.52872719141324 21.040624 17.4421655402028 0.202310153706534 6.34917323788289 -0.798345843885307 13.8008228720437 -1.05194081443078 -1.00411507142433 -0.326070109489561
1986 3.74075262745975 22.304861 19.4514473515174 0.192312302517064 7.35772332191093 0.541461400403928 14.6962563213648 0.0654266155706416 0.0896936767736894 1.02220057700123
1987 2.77603997093023 16.552601 15.4972800533086 0.179130786911059 6.90548642659121 -0.0593122032869254 14.5436945698705 -0.124947702378892 -0.668130829430504 0.088076975500746
1988 1.95219851296959 11.640309 14.8173630634039 0.13175073760534 6.92713763256336 -0.030549682646175 14.663238030248 0.0242247114913737 -0.721296078474175 0.0225434469532246
1989 1.59820673076923 9.529574 11.8985047356016 0.134319964254603 7.2854385093289 0.445434721032004 15.1836100086821 0.673571349846801 -0.511171701180597 0.281550827255117
1990 1.50353549865832 8.96508100000001 12.9721426203388 0.115904946674033 7.6023055666048 0.866376413009547 15.3533796492413 0.885418547544933 -0.0735821095223022 0.82094056985712
1991 2.06727169051878 12.326452 14.9268461008243 0.138493535510132 6.35442807047713 -0.791365067334113 13.936101640811 -0.88313308192327 -1.14529230023247 -0.500090585661095
1992 1.85780618291592 11.077479 15.4214024161496 0.120469340776063 7.24258304453696 0.388503426200998 14.7523967051536 0.135481443655233 -0.162716006637534 0.711070703803173
1993 3.1331303667263 18.681812 17.7665504429333 0.176349954752894 6.27555604422761 -0.896142523421202 13.6715154539626 -1.21329719164771 -1.05128991703586 -0.384219636618985
1994 1.77545695438283 10.586458 12.9601731654153 0.136993304929034 7.60591389559582 0.87116989366907 15.3450413595136 0.875013605256231 -0.111611355944784 0.774064259656423
1995 3.33057323345259 19.859098 20.0701591094343 0.165946528639477 6.96356242251827 0.0178387893059547 14.1604659392269 -0.603159891626283 -0.209917933961383 0.65288779471467
1996 2.35685235912343 14.053125 13.0676185012397 0.180358215913622 7.90875553236045 1.27347953127193 15.7308510496975 1.3564465719577 0.1672506514105 1.11780028363
1997 3.55288081395349 21.184644 21.0538987676852 0.168751681251867 7.00180205014676 0.0686381803594435 14.2181296325839 -0.531204200335594 -0.175853748248184 0.694876618749902
1998 2.84580103980322 16.968563 15.5472893473002 0.183041620711677 7.1177680706109 0.222693112057737 14.4364513260877 -0.258771279978588 -0.156261436321171 0.719026855155759
1999 2.75915155411449 16.451901 18.3792084410204 0.150123524795353 7.31720327711366 0.48763259168331 14.6572267662007 0.0167235502775683 -0.0210993558986108 0.885632828328919
2000 1.76788483899821 10.541308 11.7949658281379 0.149884693585189 8.73650944137128 2.37310829670923 16.6799658647149 2.54080034211919 0.829560005493617 1.93418823899242
2001 1.84957245080501 11.028384 13.6973747629697 0.135031163475592 7.56860844776958 0.821611512741245 15.0324187594208 0.48490721433354 0.0954040563412704 1.02923941024551
2002 0.984840060375671 5.872273 9.9168343601182 0.0993099233699344 7.74522944232874 1.05624347772887 15.6641084200241 1.27316172187054 -0.172663939893745 0.698808499078067
2003 1.75336599955277 10.454737 13.5941298451084 0.128979641913873 7.94327496700974 1.31933683607446 15.3575474612062 0.890619355430237 0.50838970850811 1.53830139176207
2004 1.58450245974955 9.44785999999998 14.2155841049739 0.111462353431904 7.58833836856557 0.847821704213481 14.9243994179229 0.350115182506455 0.210974341430769 1.17169578378637
2005 2.87024010509839 17.114285 18.5912400579056 0.154386694817481 7.78157272385624 1.10452366990069 14.80608958371 0.202482150148094 0.659120295259648 1.7240977039688
2006 2.11820024597496 12.630122 14.2357532627708 0.148794391619196 7.91216517098823 1.27800906193804 15.3476885894721 0.878316953525714 0.354644095743492 1.34878864265616
2007 2.10780506484794 12.568139 15.7165141015909 0.134114031344557 8.03302926214965 1.43857083023987 15.3462812463082 0.876560799100942 0.645447062538776 1.70724355199983
2008 2.73626766547406 16.315452 14.8800792212564 0.183887976991767 6.73741726267975 -0.282583498303681 14.0439108081716 -0.748603316081161 -0.799160638837654 -0.073435401659499
2009 2.39941854874776 14.306933 14.5461384217243 0.164952269749082 7.82643563962917 1.16412176076838 15.0558652452429 0.51416493262127 0.440325815697794 1.45440322251101
2010 2.06787980769231 12.330078 15.0561223075284 0.13734478011369 6.72268119578039 -0.302159610087091 13.8890889032392 -0.94179796851832 -0.680772112192381 0.0724948446981184
2011 3.38691849284436 20.195066 17.8613835302209 0.18962240450824 7.20744555846221 0.341825071665516 14.1810407158161 -0.57748563827135 -0.0103921713353288 0.898830915385091
2012 1.41461404293381 8.434872 11.1203071967997 0.127209978816135 8.45450307793715 1.99847725493124 15.8801435579351 1.5427413617875 0.835837952769389 1.94192667799943
2013 1.50426453488372 8.969428 14.8308765175331 0.101427891541365 7.60991624413685 0.876486809164262 14.7186720859888 0.093398147490071 0.254827078754192 1.22575035260652
2014 2.36435772584973 14.097877 16.0491274971168 0.147320016385594 7.56178202518318 0.812542959202182 14.5710463808503 -0.0908167206029608 0.319039457655837 1.30490099784094
2015 2.25294432021467 13.433556 16.0152010144689 0.140675369492974 8.57131466641669 2.15365548052491 15.6055872834529 1.20013606929874 1.4123286157409 2.65253121759615
2016 2.26034151386404 13.477663 16.6005883556319 0.13616032549215 7.79801514447499 1.12636658539644 14.8706432865452 0.283035545923928 0.605822525253745 1.65840082499186
2017 2.76294046288014 16.474493 16.6138472829916 0.166303470581959 8.50059066862892 2.05970226384112 15.558557060196 1.14144936317578 1.32003913364246 2.53877165625626
