"wyears" "pcp.min" "pcp.X5th" "pcp.med" "pcp.X95th" "pcp.max" "tmax.min" "tmax.X5th" "tmax.med" "tmax.X95th" "tmax.max" "tmin.min" "tmin.X5th" "tmin.med" "tmin.X95th" "tmin.max"
1982 441.423333333333 483.49 627.795 831.565 878.118333333333 10.0966666666667 10.3466666666667 11.9033333333333 13.2133333333334 13.395 -1.27666666666665 -0.919999999999969 0.475000000000023 1.69833333333337 2.06000000000002
1983 432.215 463.948333333333 620.158333333333 774.345 836.713333333333 10.245 10.54 11.9066666666667 13.165 13.51 -1.05166666666663 -0.756666666666661 0.461666666666702 1.79166666666669 1.95333333333336
1984 426.62 474.78 607.456666666667 771.605 806.385 10.5066666666667 10.8783333333334 12.2283333333334 13.475 13.84 -0.919999999999978 -0.773333333333303 0.856666666666693 2.02500000000002 2.21333333333336
1985 421.418333333333 476.723333333333 633.583333333333 802.916666666667 835.125 10.4966666666667 10.7633333333333 12.1316666666667 13.5933333333334 13.88 -0.929999999999978 -0.434999999999964 0.913333333333365 2.00833333333335 2.26166666666669
1986 460.296666666667 485.913333333333 632.58 786.286666666667 824.408333333333 10.35 10.585 12.1683333333334 13.4883333333334 13.7216666666667 -1.36166666666665 -0.768333333333307 0.833333333333352 2.00166666666668 2.19333333333335
1987 470.623333333333 496.175 640.083333333333 797.776666666667 827.066666666667 9.96833333333336 10.17 11.8166666666667 13.1316666666667 13.27 -1.11833333333331 -0.916666666666638 0.55000000000003 1.73166666666669 1.98333333333337
1988 457.128333333333 491.916666666667 628.788333333333 785.46 823.633333333333 10.2233333333333 10.4133333333334 11.975 13.2533333333333 13.64 -0.996666666666641 -0.761666666666647 0.755000000000014 1.98666666666669 2.22333333333336
1989 455.845 478.795 621.246666666667 798.115 826.57 10.16 10.535 11.965 13.3416666666667 13.735 -1.29166666666665 -1.12499999999996 0.806666666666691 1.88666666666668 2.23500000000002
1990 426.785 473.291666666667 622.21 812.713333333333 843.645 10.075 10.4266666666667 11.9133333333334 13.6366666666667 14.1166666666667 -1.29666666666665 -0.929999999999978 0.688333333333352 2.08333333333336 2.50000000000003
1991 468.94 483.48 624.83 793.116666666667 845.816666666667 10.33 10.6033333333334 12.0783333333334 13.5166666666667 13.62 -1.17833333333331 -0.599999999999966 0.766666666666689 1.98166666666668 2.33666666666668
1992 465.24 495.065 630.238333333333 772.855 817.94 10.2783333333334 10.5116666666667 11.9833333333334 13.3933333333334 13.6116666666667 -1.16166666666665 -0.769999999999972 0.798333333333365 1.99833333333336 2.30166666666669
1993 467.361666666667 486.671666666667 618.108333333333 786.2 830.916666666667 10.645 10.8566666666667 12.24 13.6216666666667 13.9366666666667 -0.608333333333311 -0.379999999999977 0.976666666666678 2.35833333333335 2.55500000000002
1994 454.583333333333 474.54 624.175 787.541666666667 827.593333333333 10.8433333333334 11.0216666666667 12.3716666666667 13.6216666666667 13.9316666666667 -0.538333333333308 -0.374999999999972 1.00500000000002 2.16333333333336 2.38333333333335
1995 459.93 491.82 623.2 781.875 800.803333333333 10.7416666666667 11.0766666666667 12.4033333333334 13.75 14.0333333333334 -0.596666666666636 -0.453333333333319 0.988333333333363 2.19666666666669 2.44333333333336
1996 440.071666666667 460.451666666667 614.235 785.311666666667 850.741666666667 10.6866666666667 11.0316666666667 12.4933333333334 14.0116666666667 14.4333333333334 -0.856666666666636 -0.483333333333301 1.1516666666667 2.43666666666669 2.75000000000003
1997 438.491666666667 483.308333333333 627.03 787.21 823.025 10.875 11.055 12.4816666666667 13.7133333333334 14 -0.688333333333314 -0.388333333333302 1.04500000000002 2.30666666666669 2.56500000000002
1998 449.525 486.333333333333 611.123333333333 771.028333333333 802.698333333333 10.865 11.1366666666667 12.465 13.585 14.2133333333333 -0.791666666666648 -0.296666666666643 0.945000000000031 2.02000000000003 2.39333333333335
1999 427.161666666667 458.49 612.226666666667 775.468333333333 800.318333333333 11.1166666666667 11.3166666666667 12.6883333333334 14.2416666666667 14.5283333333334 -0.301666666666648 -0.0949999999999799 1.20000000000003 2.47166666666669 2.65500000000002
2000 444.965 455.858333333333 606.51 760.081666666667 794.465 10.9666666666667 11.2283333333334 12.715 13.8833333333334 14.29 -0.711666666666645 -0.316666666666644 1.24166666666669 2.48833333333335 2.67333333333336
2001 462.686666666667 478.983333333333 620.066666666667 793.773333333333 828.603333333333 10.9483333333334 11.26 12.6833333333334 13.9166666666667 14.1083333333334 -0.294999999999978 0.1616666666667 1.28666666666669 2.37666666666669 2.55333333333335
2002 439.37 491.33 632.79 796.471666666667 839.66 11.0033333333334 11.2833333333333 12.6716666666667 14.0783333333334 14.44 -0.314999999999979 0.106666666666693 1.36000000000003 2.57166666666669 2.95333333333336
2003 451.971666666667 477.725 615.715 802.845 841.31 10.89 11.2833333333334 12.78 14.1 14.4083333333334 -0.271666666666647 0.0483333333333462 1.32833333333336 2.50333333333335 2.81000000000002
2004 441.566666666667 472.253333333333 625.23 798.995 843.216666666667 10.8916666666667 11.2616666666667 12.77 14.06 14.175 -0.283333333333322 -0.0116666666666466 1.3316666666667 2.47166666666668 2.60333333333336
2005 443.928333333333 474.965 634.535 795.363333333333 836.018333333333 10.96 11.4783333333334 12.7333333333333 14.0866666666667 14.2966666666667 -0.521666666666638 -0.0833333333333049 1.40666666666668 2.52833333333336 2.6866666666667
2006 476.51 501.568333333333 630.765 805.075 885.836666666667 10.7116666666667 10.9966666666667 12.8383333333334 14.075 14.3233333333334 -0.648333333333312 -0.201666666666654 1.47166666666669 2.58500000000001 2.66500000000002
