"wyears" "pcp.min" "pcp.X5th" "pcp.med" "pcp.X95th" "pcp.max" "tmax.min" "tmax.X5th" "tmax.med" "tmax.X95th" "tmax.max" "tmin.min" "tmin.X5th" "tmin.med" "tmin.X95th" "tmin.max"
2004 433.832 467.522 620.3 795.498 841.458 10.988 11.386 12.786 14.088 14.2 -0.265999999999985 0.0160000000000196 1.38200000000003 2.48000000000002 2.62600000000003
2005 450.324 480.244 636.974 787.256 834.854 10.984 11.474 12.722 14.092 14.27 -0.56999999999997 -0.089999999999975 1.45000000000001 2.49600000000003 2.67600000000003
2006 477.006 497.24 632.266 809.314 890.128 10.668 10.976 12.846 14.136 14.366 -0.591999999999985 -0.23599999999999 1.52200000000003 2.65600000000001 2.74000000000002
2007 485.556 510.2 638.36 790.238 834.224 11.198 11.292 12.836 14.054 14.254 -0.145999999999981 0.0600000000000136 1.47800000000002 2.72600000000002 2.84800000000001
2008 440.836 474.394 620.394 804.846 839.404 11.41 11.512 12.962 14.42 14.778 -0.353999999999974 0.10400000000003 1.56600000000002 2.71600000000003 2.83600000000004
2009 464.504 485.81 621.434 772.472 821.792 11.444 11.63 12.992 14.342 14.704 -0.347999999999979 0.0260000000000218 1.53600000000002 2.61200000000002 3.04000000000002
2010 408.466 464.886 632.056 763.46 786.432 11.298 11.568 13.042 14.378 14.856 -0.329999999999984 0.0800000000000182 1.67000000000002 2.78400000000001 2.97400000000002
2011 463.702 489.564 621.226 783.71 825.3 11.306 11.614 13.05 14.182 14.32 -0.10999999999998 0.236000000000024 1.53000000000002 2.54200000000003 2.79600000000004
2012 467.632 501.684 637.566 789.606 836.244 11.102 11.532 12.866 14.384 14.588 -0.289999999999986 0.152000000000021 1.59000000000002 2.84800000000001 3.15400000000002
2013 473.028 490 654.906 797.314 862.216 10.942 11.438 12.832 14.238 14.554 -0.841999999999985 0.0620000000000232 1.56800000000003 2.80600000000003 3.05200000000003
2014 462.364 497.652 650.762 824.966 857.796 11.366 11.458 12.99 14.548 14.792 -0.0879999999999768 0.26600000000002 1.67000000000004 3.02200000000004 3.23400000000004
2015 478.62 525.056 667.58 825.32 871.162 11.35 11.54 12.938 14.218 14.618 0.0640000000000327 0.260000000000014 1.71000000000003 2.88400000000001 2.96800000000002
2016 445.906 491.862 628.62 792.174 809.51 11.36 11.832 13.172 14.51 14.748 0.0820000000000164 0.358000000000027 1.84000000000002 3.13600000000004 3.21600000000002
2017 463.458 521.308 649.776 803.826 852.012 11.642 11.894 13.292 14.702 15.024 0.0720000000000368 0.52800000000002 1.96200000000002 3.12600000000002 3.41200000000003
2018 457.712 502.56 649.564 820.66 849.234 11.222 11.968 13.428 14.804 15.126 0.0180000000000177 0.408000000000027 2.01800000000003 3.18000000000003 3.39200000000003
