"wyears" "pcp.min" "pcp.X5th" "pcp.med" "pcp.X95th" "pcp.max" "tmax.min" "tmax.X5th" "tmax.med" "tmax.X95th" "tmax.max" "tmin.min" "tmin.X5th" "tmin.med" "tmin.X95th" "tmin.max"
2001 471.4175 491.18 613.01 801.11 844.48 10.865 11.285 12.7 13.7775 14.01 -0.202499999999972 0.212500000000034 1.31000000000002 2.30500000000002 2.45000000000002
2002 426.64 480.5875 634.3125 786.8225 845.5775 11.23 11.47 12.7075 14.17 14.4625 -0.194999999999979 0.245000000000019 1.37500000000003 2.63750000000002 2.81000000000003
2003 448.23 478.8875 619.145 790.4725 843.955 11.015 11.51 12.8675 14.24 14.595 -0.202499999999986 0.20750000000001 1.37750000000003 2.53000000000002 2.87750000000001
2004 430.76 468.4225 614.1025 792.745 843.37 10.94 11.3975 12.8825 14.1325 14.2475 -0.237499999999983 0.0400000000000205 1.45250000000003 2.53750000000002 2.68250000000003
2005 453.1 479.83 636.8575 788.97 831.2075 11.0075 11.4325 12.8125 14.06 14.235 -0.449999999999974 -0.0449999999999733 1.50500000000001 2.57750000000003 2.74750000000003
2006 476.5075 498.6 626.76 810.46 904.4775 10.6225 10.97 12.955 14.1025 14.38 -0.699999999999989 -0.259999999999991 1.59750000000003 2.63250000000001 2.69250000000002
2007 484.7125 513.3975 631.2725 780.9925 827.2475 11.3475 11.4525 12.89 14.0025 14.25 -0.0124999999999886 0.147500000000008 1.52750000000002 2.74750000000002 2.83750000000001
2008 442.15 471.565 609.51 769.1075 806.35 11.51 11.6325 12.955 14.4425 14.755 -0.277499999999975 0.120000000000033 1.55000000000003 2.77750000000003 2.90250000000003
2009 459.705 484.6025 615.8525 763.65 823.3175 11.3875 11.5875 13.045 14.45 14.84 -0.484999999999985 -0.0249999999999773 1.57000000000002 2.68750000000003 2.98250000000002
2010 394.3225 451.1075 621.205 743.4425 766.635 11.4475 11.69 13.215 14.565 15.0625 -0.279999999999987 0.197500000000019 1.79500000000002 2.87000000000002 3.03500000000003
2011 461.6975 484.1825 617.8275 766.245 795.625 11.4475 11.7825 13.145 14.195 14.2975 0.100000000000023 0.390000000000029 1.61000000000001 2.55000000000003 2.85250000000003
2012 473.49 500.715 636.415 800.375 838.7475 11.235 11.6075 12.91 14.4025 14.65 -0.219999999999985 0.232500000000016 1.67000000000002 2.88750000000002 3.11750000000002
2013 470.8325 479.565 655.1 794.9275 874.725 10.8375 11.4425 12.8825 14.2725 14.59 -0.91249999999998 0.177500000000023 1.59250000000003 2.79500000000003 3.06000000000003
2014 459.235 495.745 648.355 819.805 858.34 11.4475 11.555 13.0175 14.665 14.8825 0.10250000000002 0.302500000000023 1.72250000000004 3.08750000000003 3.34750000000004
2015 506.0775 534.5025 671.4075 829.875 872.9375 11.3225 11.495 12.87 14.1125 14.3225 0.0275000000000318 0.190000000000012 1.68750000000003 2.83000000000001 2.90750000000001
2016 458.235 495.48 620.8225 785.5275 806.8975 11.6025 11.9575 13.245 14.42 14.535 0.19250000000001 0.510000000000034 1.88000000000002 3.15250000000003 3.22750000000002
2017 448.4875 515.98 646.2425 801.3025 820.105 11.61 11.81 13.3125 14.665 15.0425 -0.00749999999996476 0.377500000000026 1.96000000000002 3.06250000000003 3.40250000000003
2018 475.6525 519.69 641.65 824.3425 856.5 11.335 11.9675 13.4475 14.7325 15.03 0.147500000000022 0.445000000000022 2.03000000000003 3.19000000000003 3.33750000000003
